baseline,baseline_penalization,alwayshint,alwayshint_penalization,ppo,ppo_penalization
-0.35188,-1.6918800000000003,-1.5941999999999998,-8.664200000000001,0.6412399999999999,-2.0484999999999998
-0.3643799999999999,-1.67438,-1.7762,-9.016200000000001,0.60244,-2.06888
-0.53506,-1.8450599999999997,-1.9758000000000002,-9.315800000000001,0.6004400000000001,-1.89696
-0.29524000000000006,-1.60524,-1.9491999999999998,-9.269200000000001,0.7898,-1.8861400000000001
-0.31751999999999997,-1.5975199999999998,-2.1552000000000002,-9.5252,0.7888,-2.01234
-0.34224,-1.66224,-1.9474,-9.1474,0.75804,-1.8181399999999999
-0.1134,-1.4834,-1.9474,-9.147400000000001,0.8050399999999999,-1.99096
0.09168,-1.29832,-1.7797999999999998,-8.8498,0.5982399999999999,-1.81816
0.12959999999999997,-1.2704000000000002,-1.8006,-8.870600000000001,0.60812,-1.89012
-0.06130000000000008,-1.4413,-2.0078,-9.207799999999999,0.6637,-1.7407399999999997
0.12956000000000004,-1.30044,-2.0242,-9.2442,0.8742200000000001,-1.70976
0.28936000000000006,-1.1606400000000001,-2.0678,-9.3178,0.9322800000000001,-1.6955399999999998
0.25952000000000003,-1.1604800000000002,-2.0678,-9.2378,1.1210600000000002,-1.6997599999999997
0.2755,-1.1344999999999998,-2.2764,-9.586400000000001,1.11626,-1.9506000000000001
0.08584000000000003,-1.26416,-2.091,-9.261000000000001,1.0809000000000002,-1.9197600000000004
0.12210000000000008,-1.2379,-2.0904,-9.3204,0.9032600000000001,-1.73496
0.34453999999999996,-1.01546,-2.09,-9.41,0.9313600000000002,-1.86384
0.36506000000000016,-1.00494,-2.0898,-9.3798,0.8927200000000001,-1.65588
0.3374999999999999,-1.0925,-2.2794,-9.5794,0.86638,-1.43262
0.3303000000000001,-1.0596999999999999,-2.0664000000000002,-9.3764,0.8385400000000002,-1.3687
0.3289,-1.0811,-2.266,-9.536,0.8044600000000002,-1.36618
0.55494,-0.8950600000000002,-2.266,-9.446,0.7972000000000001,-1.13258
0.7353399999999999,-0.71466,-2.4776000000000002,-9.8376,0.6026400000000001,-1.1511799999999999
0.7653800000000001,-0.7046199999999999,-2.4776,-9.7176,0.5821999999999998,-1.19694
0.5733199999999999,-0.8766799999999999,-2.6532000000000004,-9.973200000000002,0.55638,-1.2473
0.5318,-0.9181999999999999,-2.6716,-9.9516,0.7750600000000002,-1.0008
0.30559999999999987,-1.1443999999999999,-2.5048000000000004,-9.5048,0.96584,-0.9904
0.08970000000000006,-1.3502999999999998,-2.4896000000000003,-9.489600000000001,0.9818399999999999,-0.80304
0.32304,-1.14696,-2.2972,-9.177200000000001,0.9333200000000003,-0.77136
0.35942,-1.1005800000000001,-2.5006,-9.460600000000001,0.9240800000000001,-0.7359600000000001
0.35942,-1.1005800000000001,-2.6916,-9.7916,0.9315200000000001,-0.6872000000000001
0.16604,-1.2839600000000002,-2.6866000000000003,-9.806600000000001,0.9374800000000001,-0.7415999999999999
-0.08404000000000002,-1.5040400000000003,-2.4958,-9.6258,0.884,-0.55092
-0.08280000000000008,-1.4828000000000001,-2.5061999999999998,-9.666200000000002,0.9126800000000002,-0.48676
-0.11508000000000003,-1.5150800000000002,-2.5105999999999997,-9.700600000000001,0.6958400000000001,-0.47312000000000004
0.11307999999999999,-1.2769199999999998,-2.7088,-9.898800000000001,0.7040800000000002,-0.40537999999999996
-0.04651999999999999,-1.4165199999999998,-2.9078,-10.1478,0.74676,-0.42721999999999993
-0.22612000000000004,-1.54612,-2.7,-9.990000000000002,0.70012,-0.4933399999999999
-0.23924000000000004,-1.5292400000000002,-2.6822,-9.952200000000001,0.70124,-0.3681799999999999
-0.46432,-1.7843199999999997,-2.6828,-10.0028,0.7121200000000001,-0.3991799999999999
-0.4763,-1.7562999999999998,-2.6826,-10.0226,0.66844,-0.35946
-0.45921999999999996,-1.6892199999999997,-2.6846000000000005,-10.0446,0.6650400000000001,-0.36985999999999997
-0.48288000000000003,-1.7628799999999998,-2.6846000000000005,-10.0746,0.6708000000000002,-0.35568
-0.65472,-1.9147199999999995,-2.6716,-10.0116,0.6407600000000001,-0.36292
-0.64168,-1.9116799999999998,-2.6576,-10.0076,0.45526000000000005,-0.42571999999999993
-0.6299600000000001,-1.92996,-2.6965999999999997,-10.056600000000001,0.48422000000000004,-0.42571999999999993
-0.6561000000000001,-1.9461,-2.7201999999999997,-10.070200000000002,0.68106,-0.24639999999999998
-0.6241999999999999,-1.9142000000000001,-2.92,-10.25,0.6279600000000001,-0.3732
-0.82612,-2.0761200000000004,-3.1422,-10.4422,0.5784600000000001,-0.47908
-0.85952,-2.13952,-3.1962,-10.4562,0.6189199999999999,-0.51144
-0.6596400000000002,-1.9596400000000003,-3.3774,-10.897400000000003,0.42572000000000004,-0.5285599999999999
-0.6474600000000001,-1.9574600000000002,-3.3777999999999997,-10.877800000000002,0.45904000000000006,-0.5327400000000001
-0.48786,-1.80786,-3.3779999999999997,-10.688000000000002,0.48260000000000003,-0.4748600000000001
-0.7282799999999999,-2.03828,-3.4372000000000003,-10.7872,0.29464000000000007,-0.5068600000000001
-0.9094,-2.2194000000000003,-3.4372000000000003,-10.8772,0.4733600000000001,-0.5064799999999999
-0.8830000000000001,-2.1830000000000003,-3.645,-11.075,0.49374000000000007,-0.4762800000000002
-1.1122400000000001,-2.3922399999999997,-3.485,-10.885,0.49474,-0.3174800000000001
-1.31752,-2.58752,-3.4470000000000005,-10.837000000000003,0.68786,-0.35090000000000016
-1.3535199999999998,-2.6435199999999996,-3.4222,-10.7622,0.47185999999999995,-0.28962000000000016
-1.1832,-2.4932,-3.423,-10.693,0.42479999999999996,-0.4388000000000002
-1.3738599999999999,-2.62386,-3.4076,-10.6776,0.41578000000000004,-0.46960000000000013
-1.53406,-2.80406,-3.408000000000001,-10.687999999999999,0.3846799999999999,-0.4285800000000001
-1.6942599999999999,-3.00426,-3.2472000000000003,-10.517200000000003,0.4139799999999999,-0.6671400000000002
-1.91994,-3.2499399999999996,-3.0715999999999997,-10.2116,0.37977999999999995,-0.6381400000000002
-1.9207400000000001,-3.2507399999999995,-3.0741999999999994,-10.2742,0.37153999999999987,-0.6545000000000001
-1.9820399999999998,-3.32204,-2.8734,-10.0534,0.5726399999999998,-0.6715399999999999
-2.02472,-3.3647199999999997,-2.8738,-9.9338,0.5267799999999999,-0.5644600000000002
-2.0628800000000003,-3.4328799999999995,-2.6677999999999997,-9.8078,0.5365799999999998,-0.77242
-2.1008,-3.4008,-2.668,-9.758000000000001,0.5865399999999998,-0.9760800000000002
-2.12478,-3.44478,-2.6756,-9.765600000000001,0.5720199999999999,-0.9689600000000002
-1.9081000000000001,-3.3081,-2.6747999999999994,-9.9748,0.64422,-1.1211200000000003
-2.13354,-3.5035400000000005,-2.4914,-9.7014,0.6236199999999998,-1.30532
-2.1431999999999998,-3.5232000000000006,-2.3066000000000004,-9.336599999999999,0.8115199999999999,-1.2798800000000004
-2.17364,-3.54364,-2.3066,-9.396600000000001,0.8024999999999999,-1.2387000000000001
-1.95864,-3.31864,-2.3066,-9.3166,0.8009999999999999,-1.2380200000000001
-2.12832,-3.4883200000000003,-2.4898000000000002,-9.6598,0.7604,-1.29472
-1.8825200000000002,-3.28252,-2.4722,-9.5722,0.7391199999999999,-1.1116400000000002
-1.64452,-3.06452,-2.4632,-9.5432,0.6964199999999999,-1.0792400000000004
-1.6453,-3.0753,-2.4266,-9.4866,0.68798,-1.3725600000000002
-1.8737000000000004,-3.2437,-2.4263999999999997,-9.3964,0.7175,-1.4048400000000003
-2.0337,-3.3636999999999997,-2.2245999999999997,-9.024600000000001,0.6905,-1.4055000000000002
-1.8441600000000002,-3.17416,-2.2366,-9.076600000000001,0.6789400000000001,-1.3186600000000002
-1.6322600000000003,-2.99226,-2.2052,-9.0352,0.7029000000000001,-1.3071600000000003
-1.6432200000000001,-3.0032199999999993,-2.206,-9.046,0.7248199999999998,-1.52508
-1.6103599999999998,-2.97036,-2.234,-9.054,0.89306,-1.6597200000000003
-1.6464599999999998,-3.00646,-2.0596,-8.8896,0.8945399999999999,-1.6141400000000001
-1.4525800000000002,-2.82258,-2.0589999999999997,-9.129000000000001,0.84104,-1.8107000000000002
-1.2825799999999998,-2.69258,-2.2664,-9.426400000000001,0.87678,-1.7793200000000002
-1.4850599999999998,-2.8750599999999995,-2.2998000000000003,-9.4998,0.8229000000000001,-1.7098000000000002
-1.2950799999999998,-2.6650800000000006,-2.2998000000000003,-9.3398,0.86788,-1.71768
-1.4856599999999998,-2.8556600000000003,-2.1231999999999998,-9.0032,0.87806,-1.6833599999999997
-1.4599999999999995,-2.82,-2.1094,-8.999400000000001,0.84052,-1.70496
-1.4813799999999997,-2.81138,-1.919,-8.729000000000001,0.6185600000000001,-1.78268
-1.4809799999999997,-2.8309800000000003,-2.121,-8.971,0.6672800000000001,-1.78232
-1.53958,-2.9295799999999996,-2.3158,-9.2458,0.8742799999999998,-1.9082
-1.5136799999999997,-2.87368,-2.3085999999999998,-9.2486,0.8835199999999999,-1.72388
-1.5112999999999996,-2.9013000000000004,-2.349,-9.329,0.87292,-1.7172800000000001
-1.5432,-2.9332,-2.1658,-9.1858,0.9238399999999999,-1.66192
-1.3538400000000002,-2.7738399999999994,-2.1658,-9.3658,0.9668200000000001,-1.7382400000000002
-1.3635199999999998,-2.7635199999999998,-2.1656,-9.3556,0.92684,-1.9507599999999998
-1.3607999999999998,-2.7908,-1.9702000000000002,-8.9102,1.11362,-2.06862
-1.5647199999999999,-2.9747199999999996,-1.7696,-8.519600000000002,1.09794,-2.07634
-1.51172,-2.9217199999999997,-1.7696000000000003,-8.6096,1.10632,-2.3063400000000005
-1.3313999999999995,-2.7813999999999997,-1.9374,-8.947400000000002,1.32724,-2.4359400000000004
-1.3318,-2.7618,-1.7386000000000001,-8.608600000000001,1.32776,-2.4184
-1.3295400000000002,-2.75954,-1.505,-8.275,1.31754,-2.4932000000000003
-1.0932600000000001,-2.51326,-1.5048,-8.2748,1.1087400000000003,-2.4482000000000004
-1.09366,-2.50366,-1.5012,-8.241200000000001,1.1463400000000001,-2.41826
-1.09338,-2.47338,-1.5082,-8.238199999999999,1.31502,-2.44154
-1.2639000000000002,-2.6239000000000003,-1.3244,-7.994400000000001,1.33854,-2.29294
-1.1053000000000002,-2.4953,-1.318,-8.008000000000001,1.3549600000000004,-2.28228
-0.9443,-2.2943000000000002,-1.5008000000000001,-8.2108,1.3491400000000002,-2.3412400000000004
-0.9441000000000003,-2.2540999999999998,-1.4782,-8.1782,1.3202,-2.16146
-0.7532600000000003,-2.04326,-1.4938,-8.1838,1.35328,-2.17166
-0.5613000000000001,-1.8613000000000002,-1.4766,-8.136600000000001,1.34452,-2.15262
-0.5280600000000001,-1.8080600000000002,-1.5178,-8.1278,1.3783400000000001,-2.32018
-0.5392799999999999,-1.83928,-1.5171999999999999,-8.3272,1.3980599999999999,-2.3345000000000002
-0.5584600000000001,-1.84846,-1.7233999999999998,-8.6834,1.41056,-2.2107
-0.54866,-1.81866,-1.5253999999999996,-8.515400000000001,1.40492,-2.0711
-0.53804,-1.8380400000000001,-1.5332,-8.523200000000001,1.44552,-2.1012399999999998
-0.7531199999999998,-1.9631199999999998,-1.5341999999999998,-8.3642,1.40296,-1.9428800000000002
-0.75252,-1.95252,-1.5213999999999999,-8.3814,1.4258600000000001,-1.7556399999999999
-0.92446,-2.11446,-1.4822,-8.3622,1.45568,-1.80698
-0.85738,-2.07738,-1.3154,-8.195400000000001,1.5288399999999998,-1.80938
-0.8924199999999999,-2.12242,-1.1478,-8.0378,1.5446799999999998,-1.7616600000000002
-0.67022,-1.88022,-0.9454,-7.7054,1.58572,-1.77556
-0.91622,-2.0762199999999997,-1.1298000000000001,-8.0198,1.5862399999999999,-1.9792399999999999
-0.9614400000000001,-2.11144,-1.119,-8.059000000000001,1.666,-2.0077199999999995
-1.1944,-2.2943999999999996,-1.348,-8.428,1.67488,-1.8197200000000004
-1.1936,-2.2935999999999996,-1.3481999999999998,-8.508200000000002,1.7006600000000003,-1.8091800000000005
-1.1933999999999998,-2.3134,-1.55,-8.72,1.6846199999999998,-2.03688
-1.1731399999999998,-2.3331399999999998,-1.7522,-9.132200000000001,1.6684800000000002,-2.12762
-1.3848399999999998,-2.53484,-1.9744000000000002,-9.4144,1.6978,-2.22074
-1.3733200000000003,-2.50332,-2.1718,-9.8118,1.6872,-2.16106
-1.36286,-2.51286,-2.1448,-9.814800000000002,1.71924,-2.0595800000000004
-1.3644,-2.5343999999999998,-2.1069999999999998,-9.777000000000001,1.5192400000000001,-2.0995000000000004
-1.3776,-2.5476,-2.1075999999999997,-9.4476,1.5815799999999998,-2.0162600000000004
-1.5467999999999997,-2.6868,-1.9022,-9.1722,1.53668,-2.0214000000000003
-1.3292999999999997,-2.4793,-1.8772,-9.1172,1.56682,-2.0327200000000003
-1.3044799999999999,-2.4844799999999996,-1.7004000000000001,-8.930400000000002,1.4940799999999999,-2.29504
-1.30488,-2.4648799999999995,-1.8771999999999998,-9.157200000000001,1.4883399999999998,-2.30948
-1.5251799999999998,-2.6751799999999997,-1.939,-9.229000000000001,1.5190799999999995,-2.51788
-1.5040799999999999,-2.63408,-2.1286,-9.5386,1.70916,-2.4816599999999998
-1.3250799999999998,-2.46508,-1.9045999999999998,-9.284600000000001,1.68064,-2.6759000000000004
-1.51228,-2.6222799999999995,-1.9034,-9.253400000000001,1.66208,-2.6673
-1.5590799999999998,-2.6790800000000004,-1.9110000000000003,-9.270999999999999,1.6804000000000001,-2.66574
-1.7502199999999999,-2.84022,-1.895,-9.225000000000001,1.7298000000000002,-2.6702600000000003
-1.6738199999999999,-2.7538199999999993,-1.9036,-9.2436,1.7059,-2.9441800000000002
-1.65702,-2.73702,-1.9036000000000002,-9.2636,1.67146,-2.9535800000000005
-1.64482,-2.7148199999999996,-1.8974000000000002,-9.3174,1.6908599999999998,-2.9681000000000006
-1.6318200000000003,-2.68182,-2.094,-9.554,1.69362,-2.97826
-1.4122199999999998,-2.48222,-2.1342000000000003,-9.5942,1.6894600000000002,-2.9650600000000003
-1.39882,-2.47882,-1.9204,-9.400400000000001,1.6790800000000001,-2.8248
-1.5791400000000002,-2.61914,-1.7094000000000003,-9.0394,1.61696,-2.6973000000000007
-1.57894,-2.64894,-1.7186000000000001,-9.0686,1.6657400000000002,-2.76238
-1.57264,-2.6326400000000003,-1.9522,-9.382200000000001,1.6765599999999998,-2.9919800000000008
-1.61406,-2.67406,-1.9110000000000003,-9.301000000000002,1.88896,-3.0158199999999997
-1.3897799999999998,-2.4597800000000003,-1.9392000000000003,-9.3792,1.8694,-3.2259400000000005
-1.61078,-2.68078,-1.9254,-9.3854,1.8972399999999998,-3.257060000000001
-1.61058,-2.6805800000000004,-2.1092,-9.759200000000002,1.88908,-3.4466600000000005
-1.56726,-2.66726,-2.2994,-9.9594,1.89208,-3.3959200000000003
-1.5012999999999999,-2.6313,-2.1184,-9.7784,1.8952199999999997,-3.368500000000001
-1.29578,-2.47578,-2.1414,-9.761400000000002,1.9057199999999996,-3.323
-1.29634,-2.47634,-2.3015999999999996,-9.9916,1.8965200000000002,-3.1579999999999995
-1.4885,-2.6784999999999997,-2.5007999999999995,-10.2308,1.93712,-3.1806
-1.5371599999999999,-2.79716,-2.4866,-10.2366,1.8617999999999997,-2.9786799999999998
-1.5464999999999998,-2.7864999999999998,-2.3022000000000005,-9.8322,1.8685800000000001,-3.0344000000000007
-1.4680399999999998,-2.6880399999999995,-2.3022,-9.802200000000001,1.8348000000000002,-2.9950799999999997
-1.4767199999999996,-2.716719999999999,-2.2918000000000003,-9.7618,1.81882,-3.22548
-1.6565199999999998,-2.86652,-2.4896000000000003,-10.1296,1.6092600000000001,-3.22496
-1.42464,-2.62464,-2.321,-9.931000000000001,1.61826,-3.23372
-1.25408,-2.47408,-2.3118000000000003,-9.9018,1.6332599999999997,-3.31436
-1.0734799999999998,-2.30348,-2.536,-10.306,1.61684,-3.31274
-1.3005600000000002,-2.4905600000000003,-2.5048,-10.2348,1.36744,-3.50286
-1.2888199999999999,-2.47882,-2.4610000000000003,-10.201,1.3582799999999997,-3.5183400000000002
-1.5116199999999997,-2.70162,-2.4878000000000005,-10.187800000000001,1.3168800000000003,-3.5455600000000005
-1.2881799999999999,-2.49818,-2.3049999999999997,-9.905000000000003,1.3536599999999999,-3.5667600000000004
-1.32156,-2.5315600000000003,-2.5072,-10.1972,1.3368200000000001,-3.5774
-1.32076,-2.5607599999999997,-2.3476,-9.9076,1.3977000000000002,-3.6964000000000006
-1.09392,-2.38392,-2.1728,-9.6428,1.37904,-3.6992400000000005
-0.8758199999999999,-2.15582,-1.9906,-9.4906,1.4064999999999999,-3.74084
-0.8581399999999999,-2.07814,-1.7923999999999998,-9.052399999999999,1.4504,-3.8339400000000006
-0.6888799999999997,-1.9088800000000001,-1.5761999999999998,-8.7662,1.36836,-4.0532
-0.6580399999999997,-1.91804,-1.3944,-8.394400000000001,1.1434800000000005,-4.104480000000001
-0.86076,-2.10076,-1.4264,-8.3464,1.1299199999999998,-4.2735199999999995
-0.8240799999999999,-2.02408,-1.4177999999999997,-8.2778,1.33392,-4.465199999999999
-0.8324199999999999,-2.0524199999999997,-1.4170000000000003,-8.296999999999999,1.25786,-4.529239999999999
-0.6320999999999998,-1.8721,-1.4408,-8.3308,1.28416,-4.51472
-0.61752,-1.87752,-1.4308,-8.3508,1.2822799999999999,-4.69828
-0.61352,-1.84352,-1.6058000000000001,-8.5458,1.31572,-4.60828
-0.38559999999999994,-1.6256,-1.4457999999999998,-8.3758,1.29172,-4.58588
-0.19197999999999993,-1.4919799999999999,-1.6062,-8.4762,1.0733199999999998,-4.336880000000001
-0.17653999999999997,-1.54654,-1.3898000000000001,-8.1098,1.0727799999999998,-4.31806
-0.13994,-1.50994,-1.6138000000000003,-8.3038,1.0631000000000002,-4.15914
0.028119999999999992,-1.3818799999999998,-1.6158000000000001,-8.155800000000001,1.0515,-4.0166
0.061780000000000015,-1.3182199999999997,-1.7757999999999998,-8.515799999999999,1.0231400000000002,-3.99838
0.06057999999999998,-1.29942,-1.7604000000000002,-8.5104,0.9885,-3.99248
-0.005559999999999981,-1.35556,-1.7538,-8.523800000000001,1.00828,-3.6442000000000005
-0.018699999999999953,-1.3787,-1.7535999999999998,-8.3536,1.03886,-3.6338
-0.009659999999999967,-1.39966,-1.7243999999999997,-8.3344,1.01014,-3.5839999999999996
0.03326000000000001,-1.34674,-1.5231999999999999,-8.053199999999999,0.9978800000000001,-3.4907
-0.18593999999999994,-1.5459400000000003,-1.4771999999999996,-8.0172,1.00194,-3.692500000000001
-0.25254,-1.61254,-1.6910000000000003,-8.381,0.9831,-3.6929600000000007
-0.25233999999999995,-1.6123399999999999,-1.6951999999999998,-8.355200000000002,0.9829000000000001,-3.8314600000000008
-0.25193999999999994,-1.60194,-1.8847999999999998,-8.6248,0.93816,-3.9649
-0.24894,-1.6889399999999997,-1.7006000000000001,-8.4206,0.90874,-3.885300000000001
-0.44339999999999996,-1.8733999999999997,-1.7044000000000004,-8.4544,0.86616,-4.09546
-0.46816,-1.9181599999999996,-1.8854,-8.5754,0.8824599999999999,-4.05546
-0.25706,-1.7270599999999998,-2.0822,-9.042200000000001,0.8914199999999998,-4.192540000000001
